Ciclo_EstacionArribo,Viaje_atipico,dia_semana,hora_inicio,is_Entre Semana
568.0,1,3,11,True
416.0,0,3,16,True
248.0,0,4,19,True
413.0,0,4,9,True
396.0,1,6,0,False
635.0,0,4,20,True
280.0,0,4,19,True
323.0,1,1,19,True
14.0,1,0,6,True
204.0,0,5,14,False
551.0,0,4,21,True
568.0,1,3,12,True
39.0,0,4,13,True
59.0,1,2,9,True
260.0,0,2,9,True
327.0,0,0,19,True
614.0,0,3,7,True
262.0,1,3,17,True
74.0,0,2,17,True
369.0,0,0,13,True
31.0,0,2,19,True
99.0,0,6,11,False
5.0,0,0,7,True
632.0,0,1,6,True
618.0,0,0,7,True
231.0,0,1,17,True
258.0,0,1,17,True
29.0,1,6,10,False
476.0,0,4,8,True
495.0,0,2,14,True
288.0,0,1,19,True
638.0,1,2,13,True
672.0,0,2,15,True
541.0,1,1,12,True
134.0,1,6,13,False
616.0,0,0,15,True
125.0,0,0,8,True
31.0,0,4,13,True
206.0,1,4,15,True
39.0,0,0,13,True
233.0,0,3,8,True
438.0,0,0,17,True
43.0,1,6,9,False
131.0,0,0,21,True
226.0,0,2,17,True
18.0,0,3,14,True
75.0,0,1,6,True
183.0,0,2,11,True
44.0,0,5,11,False
100.0,0,4,12,True
709.0,1,2,16,True
637.0,0,5,20,False
491.0,0,6,22,False
287.0,0,0,12,True
306.0,0,3,13,True
40.0,0,1,8,True
648.0,0,1,14,True
84.0,0,1,7,True
64.0,0,3,18,True
141.0,1,4,19,True
27.0,1,4,12,True
319.0,1,6,9,False
580.0,1,5,14,False
483.0,0,1,18,True
23.0,0,6,17,False
287.0,1,1,20,True
466.0,0,0,8,True
194.0,0,2,17,True
140.0,0,4,20,True
227.0,1,5,8,False
255.0,0,4,14,True
61.0,0,0,15,True
481.0,0,5,7,False
186.0,1,4,7,True
638.0,1,6,15,False
488.0,0,3,21,True
136.0,0,2,12,True
259.0,1,3,10,True
291.0,0,3,19,True
320.0,0,4,13,True
371.0,0,3,8,True
465.0,1,6,17,False
111.0,0,2,22,True
290.0,0,2,9,True
458.0,0,4,17,True
564.0,0,1,13,True
194.0,1,5,16,False
2.0,0,1,8,True
68.0,1,3,14,True
46.0,0,5,12,False
228.0,0,1,15,True
257.0,0,4,18,True
303.0,0,4,16,True
450.0,0,2,19,True
39.0,0,0,19,True
607.0,0,2,18,True
284.0,0,3,15,True
125.0,0,4,12,True
402.0,0,2,5,True
633.0,0,5,15,False
4.0,1,1,15,True
155.0,1,6,9,False
44.0,0,3,19,True
14.0,0,5,14,False
291.0,0,3,13,True
562.0,1,1,19,True
230.0,0,4,13,True
256.0,0,2,13,True
460.0,1,1,21,True
211.0,1,4,16,True
428.0,0,2,19,True
112.0,0,2,7,True
135.0,0,2,15,True
389.0,0,6,9,False
553.0,0,2,18,True
113.0,0,6,22,False
146.0,1,6,16,False
27.0,1,6,9,False
8.0,0,1,22,True
384.0,1,2,15,True
68.0,1,4,14,True
41.0,1,6,6,False
29.0,1,6,8,False
700.0,0,1,17,True
4.0,1,6,12,False
356.0,0,0,20,True
14.0,1,0,10,True
245.0,1,5,15,False
163.0,0,3,22,True
590.0,0,4,6,True
595.0,0,6,17,False
47.0,0,2,19,True
405.0,0,0,11,True
52.0,0,0,9,True
128.0,0,4,13,True
399.0,1,4,12,True
635.0,1,2,7,True
25.0,1,6,11,False
154.0,0,1,6,True
61.0,0,5,10,False
641.0,0,3,16,True
685.0,0,1,11,True
306.0,1,3,0,True
135.0,0,6,17,False
137.0,1,1,13,True
551.0,0,5,14,False
710.0,1,6,16,False
24.0,0,3,21,True
538.0,0,4,6,True
427.0,1,2,8,True
387.0,0,2,8,True
710.0,1,6,9,False
422.0,0,1,17,True
32.0,0,3,9,True
548.0,1,6,21,False
144.0,0,6,18,False
74.0,1,6,6,False
194.0,1,5,11,False
469.0,0,2,7,True
53.0,0,5,11,False
72.0,1,6,8,False
258.0,0,1,19,True
640.0,0,2,21,True
124.0,0,1,21,True
565.0,1,4,14,True
223.0,0,4,17,True
55.0,1,6,14,False
539.0,1,5,8,False
424.0,0,0,18,True
365.0,0,5,13,False
522.0,1,1,15,True
686.0,0,2,8,True
132.0,0,3,15,True
16.0,0,3,18,True
340.0,0,6,22,False
49.0,0,6,14,False
244.0,0,3,8,True
304.0,0,1,18,True
94.0,0,5,8,False
464.0,0,1,9,True
111.0,0,1,19,True
131.0,0,0,19,True
548.0,0,2,7,True
596.0,1,5,11,False
225.0,0,1,16,True
309.0,0,3,13,True
547.0,0,1,7,True
449.0,0,6,12,False
217.0,1,6,12,False
563.0,0,4,13,True
270.0,1,0,8,True
102.0,1,2,11,True
568.0,0,0,15,True
613.0,1,0,0,True
666.0,0,3,16,True
626.0,0,3,8,True
145.0,0,1,15,True
421.0,0,5,15,False
49.0,1,5,16,False
494.0,0,0,7,True
10.0,1,6,12,False
65.0,0,2,15,True
548.0,0,0,9,True
147.0,0,6,9,False
370.0,1,4,0,True
654.0,0,0,15,True
112.0,1,6,6,False
201.0,0,2,16,True
150.0,0,1,23,True
18.0,1,6,6,False
54.0,1,3,8,True
455.0,0,3,14,True
561.0,0,6,15,False
225.0,1,6,8,False
46.0,1,6,9,False
163.0,0,2,18,True
389.0,0,3,16,True
260.0,0,1,22,True
563.0,0,2,12,True
302.0,1,3,17,True
618.0,0,6,14,False
73.0,1,3,7,True
661.0,1,5,14,False
547.0,1,0,7,True
149.0,0,3,9,True
672.0,0,2,15,True
544.0,0,1,17,True
321.0,1,2,17,True
17.0,0,2,8,True
548.0,1,0,15,True
73.0,1,0,19,True
7.0,0,1,22,True
184.0,1,4,12,True
194.0,1,2,22,True
87.0,1,3,16,True
3.0,0,6,10,False
52.0,1,6,13,False
563.0,0,6,21,False
553.0,0,1,12,True
257.0,0,2,14,True
302.0,1,6,19,False
240.0,0,2,17,True
149.0,1,2,9,True
59.0,0,2,13,True
502.0,0,5,12,False
128.0,1,6,16,False
281.0,1,6,9,False
312.0,1,6,9,False
484.0,1,1,15,True
207.0,0,2,17,True
472.0,1,2,12,True
688.0,0,0,20,True
358.0,0,0,8,True
128.0,0,1,19,True
10.0,1,6,6,False
157.0,1,3,18,True
409.0,0,3,7,True
471.0,0,3,12,True
168.0,0,2,14,True
692.0,0,1,18,True
323.0,0,6,8,False
685.0,1,2,19,True
146.0,0,0,17,True
552.0,1,6,20,False
194.0,0,6,13,False
166.0,0,4,20,True
167.0,1,3,10,True
116.0,0,6,19,False
119.0,0,3,8,True
291.0,1,3,15,True
177.0,0,5,16,False
169.0,1,5,20,False
122.0,0,2,9,True
415.0,0,5,16,False
371.0,1,3,19,True
116.0,0,5,14,False
49.0,1,0,18,True
18.0,1,4,15,True
455.0,1,6,11,False
33.0,0,6,11,False
22.0,0,2,19,True
578.0,0,0,12,True
42.0,1,6,16,False
545.0,0,5,17,False
560.0,0,2,8,True
700.0,1,3,17,True
23.0,1,3,12,True
498.0,0,4,10,True
548.0,0,3,15,True
13.0,1,3,7,True
232.0,0,2,17,True
14.0,1,5,11,False
175.0,0,1,20,True
314.0,0,2,8,True
584.0,1,5,8,False
461.0,0,2,8,True
195.0,1,2,12,True
394.0,1,6,12,False
10.0,1,2,13,True
306.0,1,1,19,True
86.0,1,2,21,True
55.0,0,2,14,True
143.0,0,5,16,False
74.0,0,0,9,True
361.0,0,2,9,True
76.0,1,3,19,True
205.0,0,1,16,True
360.0,0,3,9,True
372.0,1,4,8,True
68.0,1,5,17,False
150.0,0,6,11,False
121.0,0,6,10,False
140.0,1,6,13,False
528.0,1,3,12,True
58.0,0,5,12,False
32.0,0,0,18,True
197.0,1,5,17,False
52.0,0,2,11,True
450.0,0,6,12,False
43.0,1,2,19,True
605.0,0,1,11,True
10.0,1,6,14,False
495.0,0,2,7,True
294.0,1,5,14,False
303.0,0,2,18,True
609.0,0,2,16,True
97.0,0,2,18,True
639.0,1,6,9,False
137.0,0,5,14,False
374.0,0,1,10,True
230.0,0,1,17,True
47.0,0,3,16,True
501.0,0,2,11,True
70.0,1,6,14,False
1.0,0,1,10,True
336.0,0,0,22,True
201.0,1,4,10,True
135.0,0,3,7,True
247.0,0,0,16,True
184.0,1,1,17,True
688.0,1,5,15,False
455.0,1,4,19,True
573.0,0,2,10,True
121.0,0,0,19,True
118.0,1,5,15,False
631.0,0,6,14,False
125.0,0,3,6,True
497.0,0,2,18,True
568.0,0,1,17,True
29.0,0,2,13,True
477.0,0,4,15,True
234.0,0,0,18,True
380.0,0,2,7,True
103.0,1,3,11,True
79.0,0,3,9,True
614.0,1,6,10,False
78.0,0,1,8,True
226.0,1,5,11,False
467.0,0,1,17,True
304.0,0,6,17,False
645.0,0,2,10,True
302.0,1,2,12,True
563.0,0,1,13,True
59.0,0,0,19,True
81.0,1,6,9,False
45.0,1,6,11,False
541.0,1,2,8,True
34.0,0,3,11,True
31.0,1,2,21,True
710.0,1,6,13,False
137.0,1,1,10,True
45.0,0,2,15,True
23.0,0,2,5,True
393.0,0,1,16,True
69.0,1,6,12,False
469.0,0,2,17,True
9.0,0,2,7,True
54.0,0,1,12,True
674.0,1,4,20,True
212.0,1,1,10,True
455.0,1,4,16,True
28.0,0,3,7,True
198.0,0,3,13,True
374.0,0,2,20,True
226.0,1,6,13,False
27.0,0,6,14,False
141.0,0,2,13,True
38.0,1,4,12,True
74.0,1,1,8,True
23.0,0,5,6,False
608.0,1,1,22,True
46.0,0,2,22,True
519.0,0,4,6,True
365.0,1,3,19,True
456.0,1,6,7,False
464.0,1,3,23,True
13.0,0,6,7,False
692.0,0,3,8,True
27.0,0,6,14,False
486.0,1,0,11,True
325.0,0,1,14,True
277.0,1,6,10,False
24.0,1,0,9,True
336.0,0,3,19,True
261.0,1,6,12,False
597.0,0,2,6,True
116.0,0,6,12,False
544.0,0,2,14,True
529.0,0,1,16,True
74.0,1,1,12,True
113.0,1,4,0,True
688.0,1,4,20,True
123.0,1,6,10,False
124.0,0,4,18,True
39.0,0,5,11,False
14.0,0,1,9,True
287.0,1,2,20,True
153.0,1,3,13,True
295.0,0,3,18,True
460.0,0,1,14,True
555.0,1,0,13,True
153.0,1,0,14,True
17.0,0,3,19,True
27.0,1,6,10,False
195.0,1,5,13,False
68.0,1,3,12,True
85.0,0,1,17,True
440.0,0,1,21,True
480.0,1,5,10,False
649.0,0,3,7,True
30.0,1,6,11,False
222.0,1,5,11,False
669.0,0,0,7,True
233.0,1,6,20,False
340.0,0,1,10,True
28.0,1,1,15,True
76.0,1,4,8,True
25.0,1,6,9,False
709.0,0,1,8,True
710.0,1,6,11,False
16.0,1,6,12,False
612.0,0,2,15,True
4.0,0,0,15,True
534.0,0,4,5,True
138.0,1,5,19,False
609.0,0,5,11,False
631.0,0,5,22,False
18.0,1,6,10,False
134.0,0,2,23,True
326.0,1,4,22,True
34.0,0,1,17,True
710.0,1,6,17,False
206.0,0,4,17,True
17.0,1,4,17,True
73.0,0,1,22,True
352.0,0,3,14,True
474.0,0,2,19,True
46.0,0,1,18,True
19.0,1,2,11,True
252.0,1,5,16,False
22.0,0,3,8,True
76.0,0,1,20,True
522.0,0,5,18,False
253.0,0,4,11,True
17.0,0,5,14,False
668.0,0,3,17,True
217.0,0,2,13,True
67.0,1,3,15,True
28.0,1,6,8,False
242.0,0,3,16,True
42.0,1,1,9,True
127.0,0,0,20,True
587.0,0,1,16,True
363.0,0,4,15,True
540.0,0,5,12,False
447.0,0,3,16,True
84.0,1,2,19,True
597.0,0,4,12,True
155.0,0,0,23,True
555.0,1,2,15,True
35.0,1,6,21,False
21.0,1,6,12,False
256.0,0,1,16,True
175.0,1,6,10,False
548.0,0,0,22,True
82.0,0,1,7,True
73.0,0,4,18,True
270.0,0,0,9,True
467.0,0,3,8,True
142.0,0,2,18,True
310.0,1,6,10,False
578.0,0,0,16,True
32.0,0,5,14,False
21.0,1,6,16,False
449.0,0,2,22,True
644.0,1,6,9,False
74.0,0,4,15,True
51.0,1,6,13,False
674.0,0,3,15,True
22.0,0,1,16,True
53.0,0,5,16,False
211.0,0,2,7,True
365.0,0,3,15,True
460.0,1,6,13,False
45.0,0,4,17,True
331.0,0,4,16,True
25.0,1,6,8,False
82.0,0,2,19,True
47.0,1,6,7,False
306.0,0,2,13,True
402.0,0,1,8,True
31.0,0,0,8,True
25.0,0,3,8,True
146.0,0,1,17,True
256.0,0,6,20,False
86.0,0,6,12,False
465.0,0,6,19,False
358.0,0,6,14,False
393.0,0,1,17,True
129.0,0,0,17,True
188.0,0,5,13,False
168.0,1,1,7,True
338.0,0,4,17,True
464.0,0,2,19,True
548.0,0,4,8,True
643.0,1,0,19,True
23.0,0,4,17,True
399.0,0,5,5,False
361.0,0,0,14,True
560.0,0,0,9,True
474.0,0,3,20,True
423.0,1,4,12,True
155.0,0,2,6,True
40.0,1,5,14,False
32.0,0,3,8,True
239.0,0,6,10,False
72.0,0,1,10,True
173.0,0,2,18,True
233.0,1,6,17,False
576.0,0,4,22,True
80.0,0,6,21,False
563.0,0,3,18,True
15.0,0,2,22,True
41.0,1,6,12,False
320.0,0,2,19,True
318.0,0,4,19,True
197.0,1,1,13,True
685.0,0,1,13,True
330.0,0,5,14,False
499.0,0,3,15,True
412.0,0,1,8,True
45.0,1,6,12,False
45.0,1,6,20,False
259.0,1,6,9,False
632.0,0,6,12,False
89.0,1,6,14,False
63.0,0,3,17,True
276.0,0,2,11,True
125.0,0,3,19,True
645.0,1,6,9,False
621.0,0,0,17,True
194.0,1,6,9,False
392.0,0,1,10,True
27.0,1,6,10,False
81.0,0,1,18,True
128.0,0,3,23,True
150.0,1,3,19,True
56.0,0,3,10,True
415.0,0,2,14,True
502.0,0,0,17,True
285.0,0,3,19,True
13.0,1,6,6,False
534.0,0,4,6,True
15.0,0,3,22,True
31.0,1,0,19,True
225.0,1,5,8,False
448.0,0,3,21,True
115.0,0,3,15,True
548.0,1,2,23,True
700.0,0,6,18,False
258.0,1,5,12,False
584.0,0,1,15,True
13.0,1,6,12,False
6.0,1,0,17,True
310.0,0,3,14,True
340.0,1,6,10,False
454.0,0,2,14,True
546.0,0,0,18,True
1.0,0,0,14,True
470.0,0,1,18,True
286.0,0,4,19,True
197.0,1,6,9,False
239.0,1,1,8,True
397.0,0,0,20,True
711.0,1,3,6,True
37.0,0,4,13,True
389.0,0,2,17,True
163.0,0,3,18,True
544.0,0,4,7,True
58.0,1,6,11,False
121.0,0,4,6,True
97.0,1,2,11,True
141.0,0,2,22,True
299.0,0,1,8,True
250.0,0,2,14,True
494.0,0,2,22,True
475.0,0,2,13,True
208.0,1,0,8,True
59.0,0,3,14,True
430.0,0,0,14,True
136.0,1,0,11,True
696.0,0,5,14,False
405.0,1,6,9,False
10.0,1,1,19,True
4.0,0,1,20,True
250.0,1,4,16,True
137.0,1,2,13,True
448.0,0,3,8,True
75.0,0,4,11,True
49.0,1,3,9,True
201.0,1,6,11,False
510.0,0,5,17,False
692.0,0,2,7,True
556.0,1,2,19,True
318.0,1,1,11,True
503.0,0,2,14,True
465.0,0,3,14,True
15.0,0,0,19,True
633.0,0,1,22,True
49.0,1,1,13,True
194.0,0,0,20,True
305.0,0,2,7,True
255.0,1,2,17,True
62.0,0,4,8,True
26.0,1,6,10,False
455.0,1,6,12,False
200.0,1,2,16,True
638.0,0,2,15,True
194.0,1,6,12,False
194.0,0,3,18,True
649.0,0,0,7,True
480.0,0,1,14,True
92.0,0,1,15,True
680.0,1,1,16,True
58.0,1,1,15,True
580.0,0,6,7,False
630.0,1,2,15,True
61.0,0,6,20,False
102.0,0,2,6,True
124.0,0,2,9,True
263.0,1,6,10,False
73.0,1,1,12,True
472.0,0,0,23,True
451.0,1,4,20,True
460.0,0,2,15,True
592.0,0,1,16,True
233.0,1,5,19,False
124.0,0,3,17,True
164.0,0,1,8,True
62.0,0,2,13,True
554.0,0,6,12,False
34.0,0,3,8,True
61.0,0,2,14,True
465.0,0,5,7,False
97.0,1,0,21,True
430.0,0,1,23,True
20.0,1,6,9,False
676.0,0,3,19,True
23.0,0,2,20,True
492.0,0,6,11,False
17.0,1,1,8,True
185.0,1,1,8,True
115.0,0,2,15,True
152.0,0,1,15,True
15.0,0,0,22,True
132.0,0,6,16,False
447.0,0,1,19,True
229.0,0,1,11,True
188.0,0,3,14,True
247.0,0,0,15,True
472.0,0,1,7,True
87.0,1,0,13,True
315.0,0,2,11,True
172.0,0,3,19,True
38.0,0,1,17,True
394.0,0,4,8,True
126.0,0,5,17,False
31.0,0,6,18,False
529.0,0,1,18,True
488.0,0,2,14,True
460.0,0,5,7,False
183.0,0,0,8,True
129.0,0,2,13,True
197.0,0,0,19,True
303.0,0,6,21,False
162.0,0,5,20,False
276.0,0,1,9,True
155.0,0,2,6,True
454.0,1,6,11,False
25.0,1,6,10,False
448.0,0,3,8,True
433.0,0,1,9,True
234.0,1,6,7,False
596.0,1,2,11,True
187.0,0,1,7,True
52.0,1,6,19,False
629.0,0,1,15,True
52.0,0,2,12,True
239.0,0,3,13,True
126.0,0,2,19,True
99.0,0,5,10,False
92.0,0,0,19,True
685.0,0,1,8,True
233.0,1,6,10,False
92.0,0,2,19,True
593.0,0,6,16,False
471.0,1,5,9,False
151.0,0,0,13,True
251.0,0,1,17,True
96.0,0,0,12,True
1.0,0,2,14,True
648.0,0,6,11,False
675.0,0,0,19,True
668.0,1,0,7,True
204.0,1,3,12,True
711.0,0,1,15,True
531.0,0,3,14,True
145.0,0,3,10,True
465.0,0,1,15,True
255.0,0,2,17,True
140.0,1,1,13,True
649.0,0,3,10,True
396.0,0,6,18,False
526.0,1,5,10,False
43.0,1,6,10,False
15.0,0,2,15,True
219.0,0,0,7,True
231.0,0,2,8,True
36.0,0,1,18,True
317.0,0,4,9,True
52.0,0,4,17,True
231.0,1,6,9,False
577.0,0,0,17,True
637.0,0,3,8,True
242.0,0,4,15,True
474.0,0,4,8,True
132.0,0,1,8,True
340.0,0,4,12,True
123.0,1,1,11,True
137.0,1,6,13,False
298.0,0,4,15,True
99.0,0,3,22,True
88.0,0,3,10,True
129.0,0,2,18,True
628.0,0,6,11,False
16.0,0,1,16,True
19.0,0,2,19,True
504.0,0,1,19,True
647.0,1,2,17,True
154.0,0,1,18,True
548.0,0,4,0,True
606.0,0,1,19,True
124.0,1,4,10,True
36.0,0,0,19,True
539.0,0,3,11,True
644.0,1,2,21,True
432.0,1,3,9,True
142.0,0,1,15,True
317.0,0,1,13,True
55.0,0,3,14,True
46.0,1,3,14,True
481.0,0,2,8,True
462.0,0,6,11,False
218.0,1,2,19,True
165.0,0,5,14,False
86.0,0,2,18,True
43.0,0,1,10,True
645.0,0,6,12,False
454.0,0,2,14,True
260.0,1,1,19,True
327.0,0,3,10,True
470.0,1,1,15,True
90.0,1,0,17,True
621.0,0,4,23,True
429.0,0,4,6,True
623.0,0,4,15,True
27.0,1,6,9,False
420.0,0,3,18,True
405.0,1,6,11,False
120.0,0,4,15,True
447.0,1,3,20,True
216.0,0,2,18,True
179.0,0,2,11,True
27.0,0,2,19,True
319.0,1,2,15,True
65.0,0,1,7,True
589.0,0,5,14,False
98.0,0,1,14,True
487.0,0,1,6,True
70.0,1,3,13,True
507.0,0,3,15,True
232.0,0,0,11,True
259.0,1,2,17,True
359.0,0,2,8,True
540.0,1,2,15,True
129.0,1,4,21,True
224.0,0,4,18,True
486.0,1,3,11,True
76.0,0,6,10,False
710.0,0,5,12,False
366.0,0,4,19,True
222.0,1,6,12,False
494.0,0,2,6,True
528.0,0,5,20,False
25.0,0,6,0,False
36.0,1,2,15,True
208.0,0,2,17,True
16.0,0,6,13,False
64.0,0,4,14,True
163.0,0,3,10,True
200.0,0,3,8,True
165.0,1,1,20,True
151.0,0,1,20,True
163.0,0,0,8,True
698.0,0,0,10,True
133.0,0,1,11,True
270.0,1,6,7,False
257.0,0,0,17,True
644.0,0,3,12,True
509.0,1,6,13,False
302.0,0,2,16,True
29.0,1,3,14,True
595.0,0,4,13,True
533.0,0,2,8,True
612.0,0,3,20,True
316.0,0,2,7,True
190.0,1,1,17,True
590.0,0,4,8,True
463.0,1,6,8,False
506.0,0,0,21,True
135.0,0,0,17,True
69.0,0,3,12,True
302.0,0,0,14,True
125.0,0,2,13,True
512.0,1,1,8,True
399.0,1,1,19,True
617.0,0,0,22,True
706.0,0,2,7,True
455.0,1,4,17,True
165.0,0,2,12,True
42.0,1,5,7,False
385.0,0,5,13,False
453.0,0,4,17,True
174.0,0,0,7,True
95.0,0,6,12,False
75.0,1,6,11,False
476.0,0,2,18,True
529.0,0,5,11,False
481.0,0,0,6,True
260.0,0,2,9,True
99.0,0,5,15,False
187.0,0,1,15,True
270.0,1,6,11,False
100.0,1,3,19,True
54.0,0,0,15,True
663.0,0,1,20,True
357.0,0,3,9,True
473.0,0,3,14,True
30.0,1,6,11,False
50.0,1,3,14,True
459.0,0,3,13,True
291.0,0,6,19,False
566.0,0,3,13,True
51.0,0,3,22,True
82.0,1,6,13,False
661.0,0,2,8,True
76.0,0,2,13,True
369.0,0,0,8,True
283.0,1,5,15,False
628.0,0,5,18,False
318.0,0,1,12,True
72.0,0,6,12,False
28.0,1,1,17,True
685.0,1,1,10,True
187.0,1,1,5,True
103.0,0,4,15,True
19.0,1,6,12,False
333.0,1,2,19,True
635.0,0,3,14,True
539.0,0,2,15,True
517.0,0,6,5,False
18.0,0,2,19,True
14.0,1,6,9,False
189.0,1,1,16,True
689.0,0,3,15,True
710.0,1,3,13,True
71.0,1,6,12,False
66.0,0,1,18,True
208.0,0,2,10,True
45.0,0,3,16,True
555.0,0,1,13,True
84.0,0,3,14,True
123.0,0,6,6,False
181.0,0,4,19,True
176.0,0,1,9,True
270.0,0,3,7,True
449.0,1,6,16,False
41.0,1,6,12,False
415.0,0,6,11,False
156.0,0,3,8,True
577.0,0,3,19,True
555.0,0,5,9,False
155.0,0,1,15,True
466.0,0,4,6,True
711.0,0,6,19,False
256.0,0,3,17,True
96.0,0,3,18,True
477.0,0,3,10,True
281.0,0,1,6,True
209.0,1,3,22,True
68.0,1,3,15,True
86.0,0,5,22,False
405.0,0,1,22,True
123.0,0,3,8,True
553.0,0,6,13,False
32.0,0,1,20,True
34.0,1,6,0,False
316.0,0,0,16,True
31.0,1,3,20,True
316.0,1,6,10,False
94.0,1,4,16,True
201.0,0,1,9,True
44.0,0,3,10,True
194.0,1,6,13,False
168.0,0,3,16,True
618.0,0,0,15,True
613.0,0,0,21,True
481.0,1,2,7,True
81.0,0,2,10,True
163.0,1,5,14,False
175.0,0,1,21,True
459.0,0,1,13,True
419.0,0,3,20,True
7.0,0,6,12,False
49.0,0,1,9,True
548.0,0,2,21,True
478.0,0,1,8,True
15.0,0,1,21,True
67.0,0,4,22,True
165.0,1,5,8,False
389.0,0,5,11,False
17.0,0,6,14,False
367.0,0,0,20,True
295.0,0,2,18,True
599.0,0,4,6,True
10.0,0,2,14,True
14.0,1,6,11,False
565.0,0,2,11,True
255.0,0,6,18,False
449.0,0,2,21,True
225.0,1,6,18,False
384.0,1,4,16,True
123.0,0,2,18,True
14.0,0,4,16,True
414.0,0,2,20,True
560.0,0,0,7,True
38.0,0,2,17,True
100.0,1,6,11,False
75.0,0,4,17,True
341.0,0,0,15,True
664.0,0,3,15,True
1.0,0,0,22,True
537.0,0,2,10,True
18.0,0,2,6,True
260.0,1,2,11,True
300.0,0,3,12,True
291.0,0,1,19,True
40.0,0,2,15,True
433.0,0,3,12,True
449.0,0,1,10,True
668.0,0,2,15,True
399.0,1,1,20,True
24.0,1,6,9,False
598.0,0,4,13,True
472.0,0,1,14,True
95.0,0,4,21,True
26.0,1,2,15,True
646.0,0,1,7,True
187.0,1,1,15,True
195.0,1,4,15,True
20.0,0,3,20,True
183.0,0,2,12,True
248.0,1,1,14,True
335.0,1,2,12,True
503.0,1,1,7,True
127.0,0,2,14,True
26.0,1,6,11,False
16.0,0,2,19,True
149.0,1,5,11,False
153.0,0,3,17,True
81.0,0,2,22,True
296.0,0,2,23,True
149.0,0,2,18,True
635.0,0,4,17,True
64.0,0,4,11,True
20.0,0,3,7,True
499.0,0,1,7,True
296.0,1,0,14,True
564.0,0,3,6,True
444.0,0,3,20,True
590.0,0,4,16,True
277.0,0,0,20,True
683.0,1,0,13,True
89.0,1,5,13,False
590.0,0,3,18,True
58.0,1,1,10,True
303.0,1,3,19,True
595.0,0,5,10,False
214.0,1,6,8,False
579.0,1,4,11,True
336.0,0,0,7,True
129.0,1,5,10,False
33.0,1,2,16,True
635.0,0,0,16,True
96.0,1,1,16,True
81.0,0,3,15,True
207.0,0,0,14,True
154.0,0,1,12,True
230.0,0,2,8,True
544.0,1,3,16,True
177.0,0,0,21,True
598.0,0,4,12,True
568.0,1,3,10,True
622.0,1,4,17,True
36.0,1,6,15,False
641.0,0,3,18,True
618.0,0,5,14,False
349.0,0,1,16,True
41.0,0,6,10,False
27.0,1,2,13,True
292.0,0,1,12,True
312.0,0,4,8,True
177.0,0,3,12,True
702.0,1,6,14,False
134.0,0,3,23,True
668.0,0,4,15,True
659.0,0,3,16,True
291.0,1,1,7,True
334.0,0,2,8,True
87.0,0,1,12,True
331.0,0,0,8,True
134.0,0,0,14,True
12.0,1,4,9,True
258.0,1,2,16,True
648.0,0,5,16,False
16.0,0,2,13,True
41.0,0,1,12,True
43.0,1,6,10,False
73.0,1,3,8,True
394.0,0,4,16,True
86.0,1,6,13,False
495.0,0,1,14,True
555.0,0,3,20,True
478.0,0,2,11,True
23.0,1,6,9,False
242.0,0,3,16,True
27.0,0,3,10,True
518.0,0,1,13,True
109.0,1,5,16,False
42.0,1,6,23,False
226.0,0,0,11,True
29.0,0,2,18,True
30.0,1,5,22,False
233.0,1,5,8,False
448.0,0,3,13,True
52.0,1,3,11,True
640.0,1,4,15,True
487.0,0,1,9,True
635.0,0,4,20,True
142.0,1,2,15,True
226.0,0,1,12,True
17.0,0,2,13,True
211.0,0,0,7,True
594.0,0,2,8,True
52.0,1,6,13,False
584.0,0,1,21,True
165.0,1,5,12,False
180.0,0,1,16,True
560.0,0,4,13,True
491.0,0,0,13,True
74.0,0,3,7,True
452.0,1,6,9,False
352.0,0,4,11,True
164.0,0,2,21,True
16.0,0,6,15,False
303.0,0,2,10,True
461.0,0,2,13,True
480.0,0,4,18,True
72.0,1,6,11,False
461.0,0,1,5,True
686.0,0,1,22,True
109.0,0,1,10,True
45.0,0,1,18,True
550.0,0,1,6,True
124.0,0,1,18,True
313.0,1,0,11,True
200.0,1,3,17,True
2.0,1,2,11,True
30.0,0,5,13,False
627.0,1,3,18,True
579.0,0,0,21,True
555.0,1,5,17,False
184.0,0,1,19,True
495.0,0,3,18,True
24.0,1,6,10,False
115.0,1,6,9,False
260.0,0,2,10,True
68.0,0,4,9,True
689.0,1,4,8,True
503.0,0,3,18,True
506.0,1,2,16,True
195.0,1,6,11,False
56.0,0,4,19,True
7.0,0,0,15,True
58.0,0,0,10,True
129.0,1,3,10,True
68.0,0,4,15,True
613.0,0,5,8,False
66.0,0,3,12,True
25.0,1,2,13,True
21.0,0,1,14,True
277.0,0,4,14,True
522.0,1,0,15,True
523.0,0,3,8,True
19.0,0,0,18,True
28.0,0,3,20,True
685.0,0,4,17,True
1.0,1,6,9,False
126.0,0,1,23,True
250.0,1,3,12,True
162.0,0,3,18,True
81.0,0,2,7,True
700.0,0,2,15,True
366.0,1,6,10,False
153.0,1,4,13,True
432.0,1,3,8,True
588.0,1,2,19,True
476.0,0,2,16,True
30.0,0,3,14,True
262.0,0,6,10,False
140.0,0,2,0,True
340.0,0,2,18,True
513.0,1,1,12,True
513.0,0,3,8,True
137.0,0,1,19,True
203.0,1,3,18,True
397.0,0,1,7,True
217.0,1,6,12,False
18.0,0,1,10,True
374.0,0,4,9,True
255.0,0,2,7,True
32.0,1,0,7,True
