Bici,Ciclo_Estacion_Retiro,Duracion_Recorrido,dia_semana,hora_inicio,mes
8862351,98.0,13.25,6,16,7
5951546,302.0,18.133333333333333,0,9,7
5152798,277.0,33.083333333333336,4,17,7
4283016,80.0,5.366666666666666,6,14,7
4962577,301.0,325.1166666666667,6,8,7
7853054,70.0,62.38333333333333,3,11,7
2475390,302.0,7.95,1,9,7
3754454,52.0,17.65,4,5,7
7825359,260.0,7.083333333333333,6,8,7
7212970,571.0,86.43333333333334,2,17,7
8427411,138.0,14.616666666666667,5,13,7
6610778,519.0,11.2,2,14,7
4181830,568.0,74.51666666666667,2,10,7
5482922,277.0,27.683333333333334,6,11,7
4865838,56.0,9.4,2,13,7
8451445,594.0,63.36666666666667,2,18,7
5955638,27.0,5.416666666666667,3,13,7
5547690,288.0,168.86666666666667,1,6,7
6279228,258.0,11.7,5,14,7
8126484,319.0,18.616666666666667,2,10,7
7826639,248.0,20.15,4,9,7
8828626,315.0,114.38333333333334,4,12,7
8381493,399.0,26.15,5,15,7
2784700,143.0,8.883333333333333,3,9,7
4739512,710.0,69.26666666666667,6,12,7
8115586,185.0,96.9,6,13,7
7629231,52.0,78.18333333333334,6,10,7
7257645,295.0,3.4833333333333334,5,13,7
7419427,169.0,2.2,1,12,7
5259007,132.0,13.283333333333333,6,19,7
6563407,79.0,7.466666666666667,4,9,7
5117957,184.0,79.01666666666667,1,10,7
6809958,103.0,12.983333333333333,0,23,7
8209231,143.0,32.05,3,14,7
6277164,659.0,15.383333333333333,2,9,7
7781081,194.0,85.28333333333333,4,18,7
3936549,96.0,8.6,2,19,7
4953436,162.0,72.65,6,11,7
7091655,614.0,31.5,0,20,7
5840343,174.0,9.933333333333334,6,12,7
4999611,357.0,75.2,3,21,7
6428627,134.0,3.683333333333333,2,19,7
6276794,87.0,22.983333333333334,3,8,7
3131091,538.0,10.083333333333334,2,9,7
3219128,217.0,20.55,2,15,7
5148515,628.0,18.433333333333334,3,12,7
3532256,548.0,73.08333333333333,1,12,7
5389069,182.0,7.166666666666667,3,21,7
4776977,684.0,8.716666666666667,1,18,7
2798510,399.0,8.116666666666667,0,20,7
6556245,545.0,4.533333333333333,2,15,7
2153674,43.0,118.68333333333334,0,13,7
3351855,121.0,3.95,4,8,7
8370249,635.0,8.733333333333333,4,15,7
8697104,627.0,10.9,1,9,7
5735014,568.0,7.5,6,12,7
5795612,242.0,26.283333333333335,6,14,7
5608294,624.0,70.31666666666666,3,18,7
3232790,586.0,13.2,2,17,7
4284899,40.0,65.85,1,14,7
4479598,96.0,69.83333333333333,3,16,7
4241568,626.0,115.81666666666666,3,16,7
4882999,414.0,38.3,0,5,7
8874398,12.0,31.95,2,12,7
3749272,217.0,35.9,3,15,7
2330603,612.0,10.066666666666666,2,18,7
8209561,217.0,7.466666666666667,5,17,7
2828150,243.0,17.85,2,17,7
4430575,41.0,11.0,2,18,7
8945560,144.0,17.8,1,20,7
4348983,256.0,18.75,0,19,7
3367604,156.0,11.466666666666667,1,10,7
7761422,222.0,5.55,5,22,7
6061485,276.0,14.333333333333334,6,21,7
7131790,340.0,5.2,2,12,7
2347516,121.0,67.18333333333334,3,16,7
3412723,568.0,83.41666666666667,3,7,7
8544728,517.0,6.45,1,13,7
3184173,62.0,65.15,4,19,7
6230262,502.0,7.45,0,18,7
2081479,95.0,82.83333333333333,6,15,7
5735014,454.0,41.63333333333333,3,16,7
3927407,29.0,5.6,2,18,7
3906443,466.0,11.3,1,8,7
8393563,125.0,5.1,5,9,7
6910095,40.0,23.083333333333332,2,13,7
2780997,287.0,29.083333333333332,2,8,7
4248068,711.0,1.65,3,8,7
2230373,200.0,20.883333333333333,3,9,7
5383468,105.0,11.533333333333333,2,6,7
8815185,333.0,13.25,4,7,7
2021442,27.0,65.25,6,12,7
3981487,684.0,5.966666666666667,0,18,7
5713474,195.0,62.3,0,14,7
4192829,96.0,132.5,1,11,7
6516959,123.0,66.83333333333333,2,0,7
4060000,389.0,9.316666666666666,1,8,7
2659779,116.0,108.96666666666667,6,13,7
6846612,608.0,118.78333333333333,4,21,7
2649259,228.0,118.61666666666666,5,15,7
5211032,548.0,30.166666666666668,2,13,7
3116688,245.0,6.683333333333334,1,19,7
2473155,70.0,5.75,3,21,7
4862793,309.0,149.56666666666666,2,7,7
3368305,148.0,3.25,0,18,7
8992604,468.0,70.06666666666666,5,19,7
6191514,283.0,66.43333333333334,5,22,7
2538577,61.0,71.06666666666666,3,13,7
2699346,467.0,10.933333333333334,1,18,7
5410469,194.0,71.43333333333334,6,15,7
4708590,301.0,31.066666666666666,5,12,7
7653686,401.0,87.73333333333333,4,21,7
3066925,659.0,10.616666666666667,2,13,7
4250957,511.0,6.683333333333334,0,22,7
6059026,66.0,70.98333333333333,5,13,7
4144390,448.0,124.45,4,16,7
4054870,6.0,7.733333333333333,0,9,7
4133864,306.0,62.483333333333334,6,19,7
8413213,457.0,62.81666666666667,0,16,7
8752081,308.0,61.03333333333333,5,15,7
4273801,462.0,5.433333333333334,6,9,7
5686217,292.0,25.183333333333334,4,14,7
2866390,173.0,24.05,1,18,7
2488278,505.0,13.033333333333333,0,20,7
2587988,86.0,5.566666666666666,2,8,7
7717101,696.0,7.0,2,17,7
8943250,326.0,76.75,2,13,7
3757598,513.0,6.416666666666667,1,14,7
8404709,31.0,63.233333333333334,2,18,7
3804572,564.0,84.25,0,10,7
6484430,29.0,69.6,0,20,7
4499364,487.0,60.233333333333334,5,23,7
3851649,58.0,2.6166666666666667,2,8,7
8870065,32.0,18.016666666666666,4,9,7
6453807,39.0,24.166666666666668,4,16,7
3151941,131.0,38.483333333333334,2,17,7
6088959,59.0,5.716666666666667,0,14,7
4499026,10.0,52.083333333333336,0,14,7
2572980,458.0,20.1,1,23,7
6374482,196.0,8.016666666666667,6,12,7
8337743,477.0,83.53333333333333,1,15,7
2664241,550.0,6.25,1,15,7
4442893,468.0,10.733333333333333,3,20,7
6827752,2.0,1.6166666666666667,1,19,7
4789350,315.0,16.283333333333335,2,19,7
6579551,137.0,15.3,6,19,7
3902475,135.0,6.533333333333333,3,7,7
6007652,372.0,4.7,2,13,7
8370249,338.0,4.566666666666666,3,13,7
7059793,309.0,4.6,3,7,7
7083991,349.0,3.15,6,16,7
6745061,14.0,15.483333333333333,2,18,7
2213205,129.0,2.3833333333333333,1,18,7
6695977,303.0,3.4,0,9,7
6217079,18.0,80.91666666666667,3,14,7
7104896,141.0,7.333333333333333,3,16,7
4813663,260.0,21.916666666666668,3,8,7
7734379,24.0,94.63333333333334,5,9,7
3881273,45.0,76.16666666666667,6,12,7
2133841,118.0,26.383333333333333,1,22,7
3040979,194.0,32.56666666666667,1,17,7
6891873,551.0,25.766666666666666,4,15,7
5052956,13.0,30.55,1,21,7
8870925,94.0,68.75,4,16,7
5666466,464.0,13.75,2,6,7
4361705,642.0,32.083333333333336,1,19,7
6206783,662.0,30.55,0,18,7
4549192,24.0,19.2,0,20,7
5943956,389.0,9.8,2,16,7
8132847,317.0,5.166666666666667,2,9,7
3089430,23.0,104.98333333333333,6,11,7
4645156,4.0,4.583333333333333,3,11,7
2825578,53.0,15.733333333333333,4,9,7
5177191,49.0,3.7666666666666666,0,9,7
4627287,466.0,5.383333333333334,1,7,7
8697104,352.0,23.35,1,19,7
6699599,246.0,5.266666666666667,1,7,7
8719155,18.0,76.7,6,12,7
6773881,261.0,343.53333333333336,4,18,7
6120364,222.0,70.76666666666667,0,19,7
4691630,516.0,7.633333333333334,5,12,7
5352711,152.0,74.75,6,12,7
3445467,184.0,24.9,1,17,7
6231930,206.0,8.483333333333333,5,19,7
4404612,465.0,87.65,1,18,7
4341525,710.0,67.56666666666666,6,11,7
5840186,363.0,5.1,1,16,7
5135819,139.0,9.616666666666667,4,15,7
7849128,628.0,25.716666666666665,4,18,7
3971397,181.0,39.65,3,19,7
2482636,102.0,18.133333333333333,1,19,7
7374671,92.0,65.8,3,16,7
4509121,593.0,20.483333333333334,6,18,7
3302387,448.0,90.6,3,11,7
3499332,415.0,60.31666666666667,0,20,7
8946626,162.0,24.75,2,19,7
4134052,460.0,33.75,3,18,7
7056013,165.0,10.166666666666666,4,9,7
7300890,194.0,68.81666666666666,3,10,7
7262694,79.0,2.2,0,10,7
5070719,455.0,83.1,6,9,7
4455614,347.0,17.116666666666667,1,8,7
2644334,204.0,10.866666666666667,1,9,7
2587988,574.0,88.65,4,13,7
5452651,117.0,9.683333333333334,4,14,7
3591021,247.0,3.3833333333333333,4,16,7
7800352,615.0,24.25,2,17,7
2351799,339.0,2.2666666666666666,4,15,7
6045165,710.0,64.81666666666666,6,8,7
7608961,25.0,107.31666666666666,6,8,7
7817067,287.0,40.55,1,10,7
2760270,86.0,127.56666666666666,5,7,7
8626061,476.0,8.333333333333334,1,8,7
7164288,33.0,79.01666666666667,4,9,7
7490741,438.0,31.766666666666666,0,10,7
5755251,38.0,14.766666666666667,2,18,7
8706780,398.0,7.9,1,7,7
6538557,453.0,9.716666666666667,1,22,7
4465720,194.0,65.41666666666667,6,12,7
5422068,31.0,6.433333333333334,3,12,7
5404876,184.0,15.8,2,21,7
6559439,352.0,7.716666666666667,0,16,7
5491865,659.0,14.716666666666667,1,8,7
4567624,679.0,64.56666666666666,1,14,7
4258125,560.0,6.116666666666666,3,11,7
6852750,460.0,75.46666666666667,2,15,7
2087047,541.0,19.783333333333335,5,7,7
2061398,62.0,5.0,2,21,7
2499283,239.0,11.1,0,12,7
5610332,31.0,16.15,3,18,7
4977765,128.0,10.5,1,15,7
7863731,318.0,23.633333333333333,4,8,7
2303428,317.0,25.383333333333333,6,13,7
8943680,428.0,3.6666666666666665,2,7,7
5070719,27.0,74.0,6,9,7
8678518,685.0,25.616666666666667,1,8,7
7038409,53.0,36.083333333333336,2,13,7
4976270,295.0,3.45,0,14,7
2416873,70.0,4.65,2,13,7
4229019,567.0,13.483333333333333,2,15,7
4478780,422.0,86.76666666666667,1,13,7
3941929,167.0,18.35,3,14,7
8514804,647.0,208.9,5,11,7
6691034,554.0,8.566666666666666,2,21,7
8051203,74.0,3.8666666666666667,1,17,7
8888869,428.0,11.333333333333334,6,16,7
8540700,711.0,9.866666666666667,4,7,7
2649259,194.0,22.283333333333335,6,14,7
8974875,72.0,9.783333333333333,1,13,7
7436421,139.0,3.35,1,16,7
7995525,153.0,28.2,1,11,7
4579603,6.0,78.16666666666667,6,10,7
4850970,32.0,17.35,5,15,7
7292238,5.0,78.75,6,8,7
5042056,63.0,5.033333333333333,1,17,7
2236883,597.0,3.1666666666666665,5,11,7
3596129,36.0,16.933333333333334,0,18,7
5725742,138.0,67.6,6,12,7
8736266,180.0,2.9166666666666665,4,19,7
6984470,187.0,7.483333333333333,4,14,7
2413607,71.0,64.36666666666666,5,13,7
4505236,618.0,5.016666666666667,1,12,7
3285947,95.0,86.1,6,9,7
2186831,465.0,8.566666666666666,0,7,7
8376758,47.0,93.56666666666666,1,8,7
5297817,174.0,5.733333333333333,0,22,7
5710702,545.0,97.73333333333333,6,15,7
2242238,143.0,20.733333333333334,1,19,7
4899118,19.0,68.56666666666666,0,15,7
6276521,363.0,4.3,2,12,7
3218930,117.0,5.866666666666666,0,12,7
7119878,711.0,75.83333333333333,1,16,7
3004926,177.0,63.583333333333336,4,7,7
8077943,112.0,11.416666666666666,3,15,7
6093967,401.0,6.266666666666667,1,22,7
4499737,208.0,11.916666666666666,1,16,7
2942712,262.0,22.483333333333334,5,17,7
5918198,24.0,70.16666666666667,6,11,7
8610933,54.0,14.833333333333334,3,16,7
4766556,548.0,18.5,5,18,7
3866621,349.0,10.083333333333334,1,12,7
6009724,34.0,34.78333333333333,6,9,7
2665339,534.0,6.316666666666666,1,10,7
4151635,477.0,61.266666666666666,6,12,7
3225778,504.0,62.583333333333336,2,19,7
3328242,83.0,3.9166666666666665,4,18,7
4685103,230.0,9.583333333333334,5,10,7
7688716,125.0,13.883333333333333,6,9,7
6021984,148.0,8900.433333333332,5,14,7
7058670,511.0,9.383333333333333,4,7,7
2188787,142.0,165.55,5,13,7
8370249,615.0,11.7,2,20,7
6870174,160.0,12.983333333333333,5,8,7
6170526,593.0,5.066666666666666,3,12,7
3101177,361.0,6.366666666666666,4,8,7
5740857,708.0,60.11666666666667,1,7,7
7060072,454.0,61.0,1,10,7
8703381,68.0,11.916666666666666,3,12,7
4589677,180.0,1028.0833333333333,1,17,7
8632291,398.0,18.266666666666666,4,14,7
5218094,432.0,18.966666666666665,6,21,7
3076858,79.0,7.15,1,10,7
4755062,303.0,23.183333333333334,4,16,7
3553070,30.0,14.366666666666667,1,16,7
5392469,555.0,68.63333333333334,4,13,7
7262694,416.0,6.716666666666667,2,18,7
3038684,182.0,8.183333333333334,0,11,7
8909491,231.0,8.033333333333333,0,16,7
2940492,276.0,152.9,1,0,7
5593918,117.0,62.96666666666667,2,19,7
6987044,667.0,5.75,0,11,7
5089420,284.0,111.53333333333333,4,16,7
3700663,330.0,28.466666666666665,1,16,7
7834062,232.0,88.1,6,13,7
3237971,548.0,6.783333333333333,3,21,7
2755221,219.0,15.7,2,14,7
3039039,10.0,11.4,0,14,7
2455970,611.0,3.783333333333333,4,13,7
7265903,701.0,4.366666666666666,0,9,7
6512412,398.0,84.45,0,19,7
7224793,407.0,65.41666666666667,3,15,7
6323299,56.0,129.48333333333332,5,12,7
8516718,548.0,24.666666666666668,1,10,7
3813862,543.0,64.66666666666667,6,14,7
5374475,286.0,75.05,4,17,7
4023263,39.0,7.316666666666666,2,17,7
2235034,82.0,8.116666666666667,1,15,7
5359526,37.0,70.13333333333334,6,15,7
2825875,318.0,19.616666666666667,3,17,7
6224521,24.0,34.31666666666667,2,18,7
3623840,278.0,5.433333333333334,4,7,7
6394506,557.0,68.95,1,5,7
2584639,25.0,134.38333333333333,6,9,7
7215825,190.0,314.4166666666667,5,18,7
8118549,111.0,5.966666666666667,1,19,7
4732905,412.0,42.766666666666666,5,20,7
7274913,548.0,8.7,2,14,7
8735250,689.0,8.166666666666666,2,9,7
5394929,122.0,73.25,5,7,7
4291977,31.0,203.93333333333334,6,9,7
5255807,64.0,3.216666666666667,2,7,7
4908802,87.0,1858.75,6,13,7
3356664,325.0,25.3,2,0,7
7100019,556.0,63.88333333333333,2,22,7
7370554,242.0,17.366666666666667,0,21,7
2758274,389.0,62.483333333333334,5,15,7
4820759,299.0,7.633333333333334,6,20,7
7049539,466.0,75.91666666666667,5,10,7
3731882,69.0,5.216666666666667,3,6,7
2900744,74.0,6.95,3,20,7
7531619,278.0,3.85,1,7,7
5238183,12.0,12.166666666666666,3,9,7
8622441,627.0,24.983333333333334,3,9,7
5497367,17.0,85.51666666666667,6,10,7
5599311,179.0,38.96666666666667,6,12,7
7874001,441.0,85.65,2,8,7
6897003,36.0,22.183333333333334,6,17,7
6279228,123.0,111.33333333333333,6,9,7
6819932,84.0,31.733333333333334,0,13,7
3349933,153.0,6.116666666666666,4,12,7
8249484,154.0,4.816666666666666,1,19,7
2231744,561.0,4.05,1,15,7
5482278,201.0,39.083333333333336,3,13,7
6637995,474.0,5.833333333333333,3,7,7
6152623,594.0,103.96666666666667,5,7,7
4996070,675.0,23.166666666666668,4,18,7
6679567,250.0,73.88333333333334,3,17,7
3262227,219.0,3.7333333333333334,4,11,7
5864913,414.0,7.366666666666666,6,15,7
7617871,562.0,5.283333333333333,1,21,7
6678080,605.0,18.2,0,19,7
8714867,256.0,10.116666666666667,2,7,7
3199221,35.0,7.95,0,7,7
4926077,351.0,61.71666666666667,0,17,7
7677941,128.0,4.566666666666666,4,11,7
7624273,81.0,15.616666666666667,4,19,7
2074128,5.0,60.05,5,9,7
5436720,548.0,26.266666666666666,3,20,7
5941455,42.0,7.633333333333334,1,14,7
8815201,684.0,17.6,1,8,7
3026994,13.0,58.7,0,15,7
5150735,149.0,3.9833333333333334,4,9,7
5216403,70.0,67.53333333333333,5,17,7
6656250,173.0,11.133333333333333,2,19,7
3071776,8.0,75.01666666666667,5,22,7
7382849,503.0,12.066666666666666,3,11,7
5666466,9.0,15.25,0,11,7
8013849,88.0,75.93333333333334,4,11,7
7954696,38.0,165.15,3,9,7
5255807,70.0,8.666666666666666,5,16,7
7202880,499.0,92.4,1,13,7
4546412,427.0,60.55,1,7,7
2218790,423.0,4.6,3,10,7
5153820,221.0,3.933333333333333,4,13,7
8388993,142.0,22.366666666666667,1,21,7
2266120,495.0,64.18333333333334,3,21,7
2772937,77.0,29.65,3,6,7
3069515,478.0,17.666666666666668,0,13,7
8709917,263.0,6.316666666666666,0,19,7
7672132,155.0,71.31666666666666,6,9,7
2847242,444.0,85.05,4,15,7
5646997,568.0,4.733333333333333,6,7,7
2457828,141.0,9.45,5,13,7
8881534,553.0,7.866666666666666,0,11,7
7185358,137.0,9.5,2,0,7
4053062,710.0,35.983333333333334,4,7,7
4065322,608.0,2.933333333333333,3,15,7
3277258,639.0,87.2,1,18,7
8369563,576.0,532.9333333333333,0,12,7
2898237,571.0,26.4,3,9,7
8454787,709.0,60.43333333333333,6,12,7
2760239,545.0,25.833333333333332,3,6,7
4739967,470.0,10.7,2,19,7
3561859,239.0,13.333333333333334,0,13,7
3281557,248.0,63.63333333333333,2,18,7
8278541,27.0,67.4,2,15,7
7357643,6.0,3.65,6,10,7
4362810,360.0,12.266666666666667,2,11,7
4507067,18.0,6.833333333333333,1,7,7
5206578,14.0,17.9,4,17,7
5390240,568.0,101.2,3,7,7
5703863,243.0,111.55,4,23,7
8319139,642.0,36.5,3,10,7
4134995,634.0,5.483333333333333,6,10,7
3476645,36.0,7.65,3,6,7
3746518,253.0,15.45,2,6,7
2236883,485.0,12.116666666666667,3,8,7
5772975,334.0,16.566666666666666,0,11,7
5082839,281.0,20.25,5,8,7
8752081,37.0,25.833333333333332,3,13,7
2035558,170.0,27.95,1,13,7
8451445,594.0,74.81666666666666,2,20,7
3292778,451.0,7.233333333333333,0,16,7
6550099,615.0,6.15,1,9,7
3033859,14.0,9.55,0,14,7
4583050,149.0,3.716666666666667,1,8,7
5106109,250.0,74.2,3,10,7
3806627,588.0,15.333333333333334,4,21,7
5449848,295.0,12.566666666666666,5,12,7
6926596,313.0,20.383333333333333,3,15,7
2916690,190.0,5.533333333333333,1,20,7
3996899,252.0,5.516666666666667,0,16,7
3922341,18.0,66.16666666666667,6,10,7
4369641,239.0,7.616666666666666,0,17,7
4188454,342.0,6.45,6,16,7
3599859,194.0,20.25,3,10,7
5610621,637.0,32.7,1,8,7
2526382,540.0,27.466666666666665,4,6,7
4499026,141.0,24.133333333333333,3,13,7
5545512,553.0,5.416666666666667,4,12,7
5821624,208.0,15.433333333333334,3,8,7
7019086,66.0,3.2666666666666666,1,21,7
4750899,225.0,66.45,4,15,7
7953961,392.0,5.5,2,18,7
8209561,26.0,68.81666666666666,6,7,7
3834181,194.0,62.38333333333333,2,15,7
4122115,553.0,5.95,2,12,7
4791299,1.0,8.983333333333333,2,9,7
4367132,38.0,19.866666666666667,5,16,7
7219819,195.0,61.983333333333334,6,14,7
2590677,206.0,2.6666666666666665,5,16,7
8295370,250.0,30.933333333333334,2,8,7
7829179,155.0,9.033333333333333,1,8,7
2916690,194.0,37.416666666666664,3,16,7
2817427,25.0,66.95,6,10,7
3073483,547.0,4.333333333333333,6,14,7
2125599,120.0,12.066666666666666,0,22,7
4842142,233.0,61.6,4,15,7
2953701,505.0,33.71666666666667,4,19,7
8310591,253.0,6.35,2,12,7
7636889,496.0,3.95,6,15,7
4755880,64.0,68.26666666666667,0,15,7
8845463,231.0,63.31666666666667,2,14,7
7195761,163.0,87.73333333333333,0,23,7
8205254,55.0,64.06666666666666,0,16,7
8052862,475.0,3.9,0,18,7
3115094,262.0,24.583333333333332,2,9,7
5403621,234.0,60.46666666666667,2,17,7
8591760,126.0,41.71666666666667,1,16,7
4490751,55.0,96.5,0,9,7
8382582,106.0,25.6,5,14,7
4544367,34.0,36.53333333333333,3,19,7
7900525,70.0,11.283333333333333,2,13,7
4283016,227.0,35.483333333333334,2,16,7
5799044,49.0,93.61666666666666,4,9,7
4019410,306.0,29.833333333333332,2,17,7
5869219,154.0,6.216666666666667,5,6,7
8735250,41.0,69.36666666666666,1,17,7
2481836,17.0,101.76666666666667,6,12,7
2370856,12.0,60.016666666666666,6,8,7
6240345,335.0,14.85,5,19,7
6058226,543.0,37.583333333333336,0,19,7
2840221,631.0,20.433333333333334,3,17,7
3263050,459.0,75.7,6,7,7
5152582,412.0,9.583333333333334,4,16,7
6450720,633.0,23.35,5,10,7
3324720,121.0,8.3,1,17,7
6089221,476.0,72.2,3,18,7
6358816,154.0,9.833333333333334,2,11,7
5281795,513.0,70.16666666666667,6,13,7
2615748,302.0,18.05,0,17,7
8112526,582.0,23.983333333333334,3,9,7
3682341,66.0,64.86666666666666,5,14,7
6001457,22.0,78.66666666666667,6,11,7
8999708,550.0,4.333333333333333,0,14,7
3305174,203.0,1575.2666666666667,1,17,7
5366257,533.0,63.266666666666666,2,12,7
8368102,251.0,19.533333333333335,4,18,7
8982381,29.0,43.666666666666664,2,16,7
5167499,28.0,97.51666666666667,4,19,7
8222010,222.0,21.116666666666667,5,9,7
6938401,223.0,9.916666666666666,0,15,7
2632719,47.0,70.1,2,14,7
3255205,14.0,72.75,0,10,7
4204236,79.0,11.1,4,7,7
4681607,142.0,5.516666666666667,4,18,7
4478780,649.0,10.566666666666666,0,15,7
3302551,29.0,24.216666666666665,2,10,7
2665339,38.0,25.366666666666667,2,18,7
4108627,195.0,71.25,4,18,7
2132454,594.0,50.06666666666667,1,12,7
4335550,476.0,24.583333333333332,1,17,7
3608684,205.0,6.6,1,17,7
5530373,178.0,139.1,3,15,7
6173579,161.0,31.333333333333332,6,16,7
6959308,51.0,65.98333333333333,4,16,7
6196315,141.0,6.166666666666667,1,20,7
2563294,66.0,28.633333333333333,3,13,7
6706774,671.0,15.266666666666667,2,18,7
5257910,570.0,5.15,0,8,7
3389517,466.0,4.25,2,19,7
4948360,485.0,8.483333333333333,5,7,7
5357728,265.0,8.55,0,13,7
3804572,494.0,4.233333333333333,5,13,7
8758427,69.0,12.316666666666666,4,13,7
4241626,490.0,14.95,2,13,7
5054101,252.0,19.05,4,17,7
7549892,14.0,5.683333333333334,0,15,7
7708357,1.0,7.016666666666667,2,20,7
5696745,28.0,8.033333333333333,4,14,7
2460228,644.0,79.76666666666667,0,19,7
3717485,539.0,67.73333333333333,0,14,7
3231164,405.0,11.85,3,8,7
8815185,176.0,13.833333333333334,3,7,7
2535045,680.0,77.11666666666666,0,16,7
3616380,86.0,78.23333333333333,5,15,7
3996899,30.0,6.9,1,11,7
2652337,327.0,12.383333333333333,3,23,7
8052599,231.0,6.616666666666666,3,10,7
3368305,291.0,4.866666666666666,6,10,7
7004401,135.0,14.7,5,14,7
5482971,430.0,77.88333333333334,4,14,7
6568455,404.0,131.61666666666667,4,7,7
5767140,188.0,7.85,3,18,7
8893612,579.0,9.033333333333333,3,23,7
7863731,200.0,29.066666666666666,4,19,7
8124844,409.0,10.05,5,10,7
3666898,16.0,5.533333333333333,1,9,7
5690474,409.0,131.38333333333333,5,18,7
6607345,584.0,89.83333333333333,5,16,7
5210612,402.0,18.133333333333333,2,20,7
3985710,67.0,8.2,3,14,7
2968907,450.0,18.883333333333333,1,8,7
4492385,562.0,19.166666666666668,4,11,7
5865704,48.0,2.4,2,19,7
8387920,31.0,13.116666666666667,4,20,7
4114641,711.0,28.75,3,13,7
5280110,207.0,128.53333333333333,6,7,7
7742828,374.0,3.75,3,14,7
8908717,259.0,16.516666666666666,4,8,7
3375813,245.0,25.0,1,7,7
6953186,71.0,86.33333333333333,6,14,7
3584141,112.0,63.63333333333333,2,19,7
2262582,622.0,18.35,2,8,7
2775435,606.0,8.366666666666667,5,10,7
2231744,87.0,19.983333333333334,5,10,7
5024344,37.0,8.416666666666666,1,18,7
3418266,620.0,15.383333333333333,1,21,7
5083753,518.0,18.75,3,8,7
7520265,230.0,19.566666666666666,3,17,7
5968136,32.0,11.416666666666666,6,12,7
8610933,175.0,103.28333333333333,1,12,7
8653198,126.0,3.966666666666667,3,6,7
7660483,552.0,2.3833333333333333,6,20,7
3572799,165.0,76.11666666666666,6,11,7
5392469,61.0,35.18333333333333,6,13,7
4526281,25.0,12.75,6,14,7
4008173,178.0,27.6,3,18,7
4963435,174.0,18.166666666666668,3,19,7
6001457,79.0,8.35,5,12,7
7554058,365.0,3.9833333333333334,6,7,7
5233655,495.0,39.95,2,21,7
4251062,117.0,15.266666666666667,6,10,7
7500895,25.0,19.5,1,13,7
2401123,194.0,982.4,3,9,7
6576490,61.0,6.0,5,11,7
7960354,695.0,66.21666666666667,4,13,7
8295370,637.0,83.95,6,8,7
8071789,555.0,77.56666666666666,0,18,7
2121341,27.0,17.35,3,16,7
5334941,97.0,72.36666666666666,5,13,7
4297206,27.0,70.86666666666666,6,11,7
5871207,535.0,38.333333333333336,5,9,7
5579891,473.0,70.16666666666667,1,16,7
8452369,471.0,3.283333333333333,1,16,7
4509279,548.0,60.61666666666667,6,13,7
4544946,397.0,14.183333333333334,3,19,7
5626072,141.0,119.46666666666667,3,11,7
2514958,16.0,210.05,6,6,7
4362810,392.0,66.68333333333334,3,11,7
3994084,5.0,8.316666666666666,1,18,7
3106630,352.0,15.516666666666667,3,15,7
7410467,648.0,10.95,3,9,7
4595591,208.0,70.5,4,14,7
5391321,286.0,16.233333333333334,3,17,7
2051886,52.0,2.466666666666667,6,10,7
3907631,623.0,8.85,2,18,7
2535045,405.0,15.333333333333334,3,14,7
3259769,149.0,3.4,2,14,7
8217432,658.0,19.816666666666666,2,9,7
7336910,496.0,19.766666666666666,3,14,7
3147022,13.0,77.18333333333334,4,18,7
6230262,214.0,5.083333333333333,2,16,7
6223317,321.0,21.216666666666665,4,17,7
3953981,72.0,172.31666666666666,6,10,7
4594164,352.0,62.833333333333336,0,12,7
8993990,551.0,7.25,1,7,7
4595591,117.0,11.6,0,15,7
2626620,684.0,3.8833333333333333,3,14,7
5394929,638.0,75.43333333333334,1,7,7
6011589,278.0,46.36666666666667,2,12,7
5148515,279.0,7.683333333333334,3,9,7
2069409,465.0,9.5,0,8,7
6805923,290.0,5.366666666666666,5,23,7
6610778,119.0,57.733333333333334,5,11,7
7561681,131.0,133.38333333333333,0,11,7
7777733,392.0,11.266666666666667,2,18,7
3530078,220.0,15.016666666666667,4,9,7
8314858,30.0,94.1,6,13,7
5581350,35.0,20.35,6,21,7
6383285,27.0,4.75,0,15,7
6649859,702.0,36.166666666666664,2,16,7
3389848,182.0,13.616666666666667,1,11,7
7849375,447.0,22.15,1,8,7
3757929,64.0,61.93333333333333,0,14,7
8113052,116.0,8.9,1,17,7
3009347,16.0,20.316666666666666,0,18,7
6902084,482.0,20.8,2,18,7
2900801,1.0,61.11666666666667,3,17,7
2430429,283.0,74.78333333333333,6,0,7
8222010,162.0,22.183333333333334,1,18,7
5782123,182.0,13.316666666666666,1,20,7
6375307,242.0,17.916666666666668,6,15,7
5796875,85.0,7.15,1,13,7
5626569,120.0,86.81666666666666,6,11,7
2032407,497.0,62.53333333333333,0,18,7
8843658,80.0,32.483333333333334,3,20,7
5167754,258.0,12.8,1,15,7
4443909,221.0,36.11666666666667,3,18,7
5605340,47.0,69.31666666666666,3,12,7
2936771,538.0,11.966666666666667,0,6,7
7083991,291.0,64.73333333333333,2,22,7
6352850,232.0,2.183333333333333,5,13,7
8986259,225.0,66.56666666666666,5,20,7
6032759,163.0,4.7,1,8,7
3874468,351.0,36.56666666666667,1,19,7
2893022,349.0,30.083333333333332,4,14,7
8814386,489.0,22.183333333333334,3,9,7
6720403,225.0,72.81666666666666,1,12,7
6661136,22.0,94.78333333333333,2,12,7
3528429,80.0,77.65,5,8,7
3208998,465.0,85.61666666666666,3,18,7
